year,geography1,geography2,diagnosis_groupings,measure,dataset,value,covid_period
2019,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Psychiatric,18.98,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mood (affective) disorders,Number of patients,Total,15,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Total,56.95,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mood (affective) disorders,Number of patients,Non-psychiatric,5,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Non-psychiatric,18.98,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mood (affective) disorders,Number of patients,Psychiatric,10,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Psychiatric,37.97,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders",Number of patients,Total,15,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Total,56.95,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders",Number of patients,Non-psychiatric,10,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,37.97,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders",Number of patients,Psychiatric,10,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Psychiatric,37.97,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders",Number of patients,Total,25,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Total,94.91,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders",Number of patients,Non-psychiatric,25,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,94.91,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders",Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Psychiatric,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,Number of patients,Total,5,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Total,18.98,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,Number of patients,Non-psychiatric,5,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Non-psychiatric,18.98,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Psychiatric,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Total,10,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Total,37.97,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Non-psychiatric,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Psychiatric,5,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Psychiatric,18.98,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Disorders of adult personality and behaviour,Number of patients,Total,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Total,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Disorders of adult personality and behaviour,Number of patients,Non-psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Non-psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Disorders of adult personality and behaviour,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Total,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Total,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Non-psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Non-psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mood (affective) disorders,Number of patients,Total,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Total,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mood (affective) disorders,Number of patients,Non-psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Non-psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mood (affective) disorders,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Neurotic, stress-related, & somatoform disorders",Number of patients,Total,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Total,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Neurotic, stress-related, & somatoform disorders",Number of patients,Non-psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Neurotic, stress-related, & somatoform disorders",Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Organic, including symptomatic, mental disorders",Number of patients,Total,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Total,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Organic, including symptomatic, mental disorders",Number of patients,Non-psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Organic, including symptomatic, mental disorders",Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Other selected diagnoses principally affecting children & young people,Number of patients,Total,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Total,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Other selected diagnoses principally affecting children & young people,Number of patients,Non-psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Non-psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Other selected diagnoses principally affecting children & young people,Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Total,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Total,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Non-psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,NA,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Psychiatric,0,Pre-COVID
2019,Health board of treatment,Non-NHS Provider,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Psychiatric,NA,Pre-COVID
2020,Health board of treatment,NHS Ayrshire & Arran,Disorders of adult personality and behaviour,Number of patients,Total,40,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Total,10.93,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Disorders of adult personality and behaviour,Number of patients,Non-psychiatric,0,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Non-psychiatric,0,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Disorders of adult personality and behaviour,Number of patients,Psychiatric,40,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Psychiatric,10.93,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Total,640,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Total,174.92,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Non-psychiatric,430,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Non-psychiatric,117.52,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Psychiatric,235,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Psychiatric,64.23,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mood (affective) disorders,Number of patients,Total,145,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Total,39.63,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mood (affective) disorders,Number of patients,Non-psychiatric,10,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Non-psychiatric,2.73,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mood (affective) disorders,Number of patients,Psychiatric,140,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Psychiatric,38.26,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Neurotic, stress-related, & somatoform disorders",Number of patients,Total,150,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Total,41,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Neurotic, stress-related, & somatoform disorders",Number of patients,Non-psychiatric,80,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,21.86,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Neurotic, stress-related, & somatoform disorders",Number of patients,Psychiatric,70,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Psychiatric,19.13,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Organic, including symptomatic, mental disorders",Number of patients,Total,310,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Total,84.72,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Organic, including symptomatic, mental disorders",Number of patients,Non-psychiatric,235,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,64.23,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Organic, including symptomatic, mental disorders",Number of patients,Psychiatric,85,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Psychiatric,23.23,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Other selected diagnoses principally affecting children & young people,Number of patients,Total,25,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Total,6.83,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Other selected diagnoses principally affecting children & young people,Number of patients,Non-psychiatric,15,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Non-psychiatric,4.1,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Other selected diagnoses principally affecting children & young people,Number of patients,Psychiatric,15,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Psychiatric,4.1,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Total,170,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Total,46.46,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Non-psychiatric,15,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,4.1,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Psychiatric,160,COVID-19
2020,Health board of treatment,NHS Ayrshire & Arran,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Psychiatric,43.73,COVID-19
2020,Health board of treatment,NHS Borders,Disorders of adult personality and behaviour,Number of patients,Total,20,COVID-19
2020,Health board of treatment,NHS Borders,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Total,17.19,COVID-19
2020,Health board of treatment,NHS Borders,Disorders of adult personality and behaviour,Number of patients,Non-psychiatric,0,COVID-19
2020,Health board of treatment,NHS Borders,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Non-psychiatric,0,COVID-19
2020,Health board of treatment,NHS Borders,Disorders of adult personality and behaviour,Number of patients,Psychiatric,20,COVID-19
2020,Health board of treatment,NHS Borders,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Psychiatric,17.19,COVID-19
2020,Health board of treatment,NHS Borders,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Total,105,COVID-19
2020,Health board of treatment,NHS Borders,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Total,90.24,COVID-19
2020,Health board of treatment,NHS Borders,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Non-psychiatric,70,COVID-19
2020,Health board of treatment,NHS Borders,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Non-psychiatric,60.16,COVID-19
2020,Health board of treatment,NHS Borders,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Psychiatric,35,COVID-19
2020,Health board of treatment,NHS Borders,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Psychiatric,30.08,COVID-19
2020,Health board of treatment,NHS Borders,Mood (affective) disorders,Number of patients,Total,75,COVID-19
2020,Health board of treatment,NHS Borders,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Total,64.46,COVID-19
2020,Health board of treatment,NHS Borders,Mood (affective) disorders,Number of patients,Non-psychiatric,5,COVID-19
2020,Health board of treatment,NHS Borders,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Non-psychiatric,4.3,COVID-19
2020,Health board of treatment,NHS Borders,Mood (affective) disorders,Number of patients,Psychiatric,70,COVID-19
2020,Health board of treatment,NHS Borders,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Psychiatric,60.16,COVID-19
2020,Health board of treatment,NHS Borders,"Neurotic, stress-related, & somatoform disorders",Number of patients,Total,40,COVID-19
2020,Health board of treatment,NHS Borders,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Total,34.38,COVID-19
2020,Health board of treatment,NHS Borders,"Neurotic, stress-related, & somatoform disorders",Number of patients,Non-psychiatric,5,COVID-19
2020,Health board of treatment,NHS Borders,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,4.3,COVID-19
2020,Health board of treatment,NHS Borders,"Neurotic, stress-related, & somatoform disorders",Number of patients,Psychiatric,35,COVID-19
2020,Health board of treatment,NHS Borders,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Psychiatric,30.08,COVID-19
2020,Health board of treatment,NHS Borders,"Organic, including symptomatic, mental disorders",Number of patients,Total,140,COVID-19
2020,Health board of treatment,NHS Borders,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Total,120.32,COVID-19
2020,Health board of treatment,NHS Borders,"Organic, including symptomatic, mental disorders",Number of patients,Non-psychiatric,120,COVID-19
2020,Health board of treatment,NHS Borders,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,103.13,COVID-19
2020,Health board of treatment,NHS Borders,"Organic, including symptomatic, mental disorders",Number of patients,Psychiatric,25,COVID-19
2020,Health board of treatment,NHS Borders,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Psychiatric,21.49,COVID-19
2020,Health board of treatment,NHS Borders,Other selected diagnoses principally affecting children & young people,Number of patients,Total,25,COVID-19
2020,Health board of treatment,NHS Borders,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Total,21.49,COVID-19
2020,Health board of treatment,NHS Borders,Other selected diagnoses principally affecting children & young people,Number of patients,Non-psychiatric,15,COVID-19
2020,Health board of treatment,NHS Borders,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Non-psychiatric,12.89,COVID-19
2020,Health board of treatment,NHS Borders,Other selected diagnoses principally affecting children & young people,Number of patients,Psychiatric,15,COVID-19
2020,Health board of treatment,NHS Borders,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Psychiatric,12.89,COVID-19
2020,Health board of treatment,NHS Borders,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Total,65,COVID-19
2020,Health board of treatment,NHS Borders,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Total,55.86,COVID-19
2020,Health board of treatment,NHS Borders,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Non-psychiatric,5,COVID-19
2020,Health board of treatment,NHS Borders,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,4.3,COVID-19
2020,Health board of treatment,NHS Borders,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Psychiatric,60,COVID-19
2020,Health board of treatment,NHS Borders,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Psychiatric,51.56,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Disorders of adult personality and behaviour,Number of patients,Total,55,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Total,37.64,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Disorders of adult personality and behaviour,Number of patients,Non-psychiatric,0,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Non-psychiatric,0,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Disorders of adult personality and behaviour,Number of patients,Psychiatric,55,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Psychiatric,37.64,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Total,165,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Total,112.91,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Non-psychiatric,120,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Non-psychiatric,82.11,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mental & behavioural disorders due to psychoactive substance use,Number of patients,Psychiatric,50,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of patients (per 100,000 population)",Psychiatric,34.21,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mood (affective) disorders,Number of patients,Total,85,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Total,58.16,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mood (affective) disorders,Number of patients,Non-psychiatric,25,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Non-psychiatric,17.11,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mood (affective) disorders,Number of patients,Psychiatric,75,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Mood (affective) disorders,"Crude rate of patients (per 100,000 population)",Psychiatric,51.32,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Neurotic, stress-related, & somatoform disorders",Number of patients,Total,80,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Total,54.74,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Neurotic, stress-related, & somatoform disorders",Number of patients,Non-psychiatric,45,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,30.79,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Neurotic, stress-related, & somatoform disorders",Number of patients,Psychiatric,40,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Neurotic, stress-related, & somatoform disorders","Crude rate of patients (per 100,000 population)",Psychiatric,27.37,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Organic, including symptomatic, mental disorders",Number of patients,Total,130,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Total,88.96,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Organic, including symptomatic, mental disorders",Number of patients,Non-psychiatric,65,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,44.48,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Organic, including symptomatic, mental disorders",Number of patients,Psychiatric,65,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Organic, including symptomatic, mental disorders","Crude rate of patients (per 100,000 population)",Psychiatric,44.48,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Other selected diagnoses principally affecting children & young people,Number of patients,Total,15,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Total,10.26,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Other selected diagnoses principally affecting children & young people,Number of patients,Non-psychiatric,5,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Non-psychiatric,3.42,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Other selected diagnoses principally affecting children & young people,Number of patients,Psychiatric,5,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,Other selected diagnoses principally affecting children & young people,"Crude rate of patients (per 100,000 population)",Psychiatric,3.42,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Total,90,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Total,61.58,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Non-psychiatric,10,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Non-psychiatric,6.84,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Schizophrenia, schizotypal and delusional disorders",Number of patients,Psychiatric,85,COVID-19
2020,Health board of treatment,NHS Dumfries & Galloway,"Schizophrenia, schizotypal and delusional disorders","Crude rate of patients (per 100,000 population)",Psychiatric,58.16,COVID-19
2020,Health board of treatment,NHS Fife,Disorders of adult personality and behaviour,Number of patients,Total,60,COVID-19
2020,Health board of treatment,NHS Fife,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Total,16.18,COVID-19
2020,Health board of treatment,NHS Fife,Disorders of adult personality and behaviour,Number of patients,Non-psychiatric,0,COVID-19
2020,Health board of treatment,NHS Fife,Disorders of adult personality and behaviour,"Crude rate of patients (per 100,000 population)",Non-psychiatric,0,COVID-19
